stock_code,name,EAN,qty_avail,qty_held,order_qty_min,order_qty_step,price,rrp,special,cost,image,description,category,subcategory,"Custom field 1","Custom field 2","Custom field 3","Custom field 4","Custom field 5","Custom field 6","Custom field 7","Custom field 8","Custom field 9"
SDS04339,"AU Sapphire Teal Marquise 1.87ct 11.60x5.75mm",SDS04339,1.87,,1,,640.00,1650.00,,,SDS04339,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04339",,TEAL,,11.60x5.75mm,"W/H: 1.87",,
SDS04340,"AU Sapphire Blue Marquise 1.24ct 9.90x5.00mm",SDS04340,1.24,,1,,400.00,1050.00,,,SDS04340,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04340",,BLUE,,9.90x5.00mm,"W/H: 1.24",,
SDS04341,"AU Sapphire Green Marquise 1.35ct 10.00x5.00mm",SDS04341,1.35,,1,,360.00,950.00,,,SDS04341,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04341",,GREEN,,10.00x5.00mm,"W/H: 1.35",,
SDS04342,"AU Sapphire Teal Marquise 1.16ct 9.90x5.00mm",SDS04342,1.16,,1,,360.00,950.00,,,SDS04342,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04342",,TEAL,,9.90x5.00mm,"W/H: 1.16",,
SDS04343,"AU Sapphire Blue Marquise 1.02ct 9.00x4.50mm",SDS04343,1.02,,1,,400.00,1050.00,,,SDS04343,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04343",,BLUE,,9.00x4.50mm,"W/H: 1.02",,
SDS04344,"AU Sapphire Teal Marquise 0.96ct 8.90x4.50mm",SDS04344,0.96,,1,,360.00,950.00,,,SDS04344,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04344",,TEAL,,8.90x4.50mm,"W/H: 0.96",,
SDS04346,"AU Sapphire Parti Trilliant 1.84ct 7.50mm",SDS04346,1.84,,1,,560.00,1450.00,,,SDS04346,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04346",,PARTI,,7.50mm,"W/H: 1.84",,
SDS04347,"AU Sapphire Blue Trilliant 1.58ct 7.10mm",SDS04347,1.58,,1,,520.00,1350.00,,,SDS04347,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04347",,BLUE,,7.10mm,"W/H: 1.58",,
SDS04350,"AU Sapphire Teal Carre 1.42ct 6.00mm",SDS04350,1.42,,1,,480.00,1250.00,,,SDS04350,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04350",,TEAL,,6.00mm,"W/H: 1.42",,
SDS04351,"AU Sapphire Parti Carre 1.16ct 5.50mm",SDS04351,1.16,,1,,440.00,1150.00,,,SDS04351,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04351",,PARTI,,5.50mm,"W/H: 1.16",,
SDS04352,"AU Sapphire Teal Carre 1.06ct 5.50mm",SDS04352,1.06,,1,,440.00,1150.00,,,SDS04352,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04352",,TEAL,,5.50mm,"W/H: 1.06",,
SDS04353,"AU Sapphire Blue Carre 1.08ct 5.50mm",SDS04353,1.08,,1,,440.00,1150.00,,,SDS04353,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04353",,BLUE,,5.50mm,"W/H: 1.08",,
SDS04354,"AU Sapphire Blue Baguette 1.08ct 8.00x4.00mm",SDS04354,1.08,,1,,480.00,1250.00,,,SDS04354,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04354",,BLUE,,8.00x4.00mm,"W/H: 1.08",,
SDS04355,"AU Sapphire Parti Fancy 2.76ct 11.35x6.65mm",SDS04355,2.76,,1,,360.00,950.00,,,SDS04355,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04355",,PARTI,,11.35x6.65mm,"W/H: 2.76",,
SDS04356,"AU Sapphire Blue Fancy 2.49ct 7.55mm",SDS04356,2.49,,1,,520.00,1350.00,,,SDS04356,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04356",,BLUE,,7.55mm,"W/H: 2.49",,
SDS04357,"AU Sapphire Yellow Radiant 0.86ct 6.80x4.90mm",SDS04357,0.86,,1,,400.00,1050.00,,,SDS04357,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04357",,YELLOW,,6.80x4.90mm,"W/H: 0.86",,
SDS04361,"AU Sapphire Teal Square Cushion 2.05ct 7.20mm",SDS04361,2.05,,1,,560.00,1450.00,,,SDS04361,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04361",,TEAL,,7.20mm,"W/H: 2.05",,
SDS04400,"AU Sapphire Blue Trilliant 1.66ct 7.00mmx",SDS04400,1.66,,1,,500.00,1250.00,,,SDS04400,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04400",,BLUE,,7.00mmx,"W/H: 1.66",,
SDS04401,"AU Sapphire Green Teal Trilliant 1.07ct 6.00mmx3.95mm",SDS04401,1.07,,1,,320.00,850.00,,,SDS04401,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04401",,"GREEN TEAL",,6.00mmx3.95mm,"W/H: 1.07",,
SDS04402,"AU Sapphire Blue Teal Trilliant 1.07ct 6.00mmx3.90mm",SDS04402,1.07,,1,,320.00,850.00,,,SDS04402,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04402",,"BLUE TEAL",,6.00mmx3.90mm,"W/H: 1.07",,
SDS04403,"AU Sapphire Parti Oval 2.44ct 9.00x7.00mmx4.80mm",SDS04403,2.44,,1,,720.00,1850.00,,,SDS04403,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04403",,PARTI,,9.00x7.00mmx4.80mm,"W/H: 2.44",,
SDS04404,"AU Sapphire Parti Teal Oval 2.31ct 9.00x7.00mmx4.60mm",SDS04404,2.31,,1,,720.00,1850.00,,,SDS04404,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04404",,"PARTI TEAL",,9.00x7.00mmx4.60mm,"W/H: 2.31",,
SDS04405,"AU Sapphire Teal Oval 2.35ct 9.00x7.00mmx4.55mm",SDS04405,2.35,,1,,720.00,1850.00,,,SDS04405,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04405",,TEAL,,9.00x7.00mmx4.55mm,"W/H: 2.35",,
SDS04406,"AU Sapphire Parti Teal Oval 1.84ct 8.50x6.50mmx4.25mm",SDS04406,1.84,,1,,640.00,1650.00,,,SDS04406,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04406",,"PARTI TEAL",,8.50x6.50mmx4.25mm,"W/H: 1.84",,
SDS04407,"AU Sapphire Parti Oval 1.89ct 8.50x6.50mmx4.30mm",SDS04407,1.89,,1,,640.00,1650.00,,,SDS04407,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04407",,PARTI,,8.50x6.50mmx4.30mm,"W/H: 1.89",,
SDS04408,"AU Sapphire Parti Oval 1.90ct 8.50x6.50mmx4.35mm",SDS04408,1.90,,1,,640.00,1650.00,,,SDS04408,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04408",,PARTI,,8.50x6.50mmx4.35mm,"W/H: 1.90",,
SDS04409,"AU Sapphire Parti Oval 1.65ct 8.50x6.50mmx3.75mm",SDS04409,1.65,,1,,640.00,1650.00,,,SDS04409,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04409",,PARTI,,8.50x6.50mmx3.75mm,"W/H: 1.65",,
SDS04410,"AU Sapphire Teal Oval 1.88ct 8.50x6.50mmx4.30mm",SDS04410,1.88,,1,,600.00,1550.00,,,SDS04410,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04410",,TEAL,,8.50x6.50mmx4.30mm,"W/H: 1.88",,
SDS04411,"AU Sapphire Parti Teal Oval 1.85ct 8.50x6.50mmx4.20mm",SDS04411,1.85,,1,,640.00,1650.00,,,SDS04411,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04411",,"PARTI TEAL",,8.50x6.50mmx4.20mm,"W/H: 1.85",,
SDS04412,"AU Sapphire Teal Oval 1.69ct 8.50x6.50mmx3.90mm",SDS04412,1.69,,1,,640.00,1650.00,,,SDS04412,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04412",,TEAL,,8.50x6.50mmx3.90mm,"W/H: 1.69",,
SDS04413,"AU Sapphire Parti Oval 1.89ct 8.50x6.50mmx4.30mm",SDS04413,1.89,,1,,640.00,1650.00,,,SDS04413,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04413",,PARTI,,8.50x6.50mmx4.30mm,"W/H: 1.89",,
SDS04414,"AU Sapphire Green Oval 1.96ct 8.50x6.50mmx4.45mm",SDS04414,1.96,,1,,640.00,1650.00,,,SDS04414,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04414",,GREEN,,8.50x6.50mmx4.45mm,"W/H: 1.96",,
SDS04415,"AU Sapphire Parti Teal Oval 1.89ct 8.50x6.50mmx4.30mm",SDS04415,1.89,,1,,560.00,1450.00,,,SDS04415,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04415",,"PARTI TEAL",,8.50x6.50mmx4.30mm,"W/H: 1.89",,
SDS04416,"AU Sapphire Parti Oval 1.72ct 8.50x6.50mmx3.90mm",SDS04416,1.72,,1,,640.00,1650.00,,,SDS04416,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04416",,PARTI,,8.50x6.50mmx3.90mm,"W/H: 1.72",,
SDS04417,"AU Sapphire Parti Oval 1.63ct 8.50x6.50mmx3.75mm",SDS04417,1.63,,1,,680.00,1750.00,,,SDS04417,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04417",,PARTI,,8.50x6.50mmx3.75mm,"W/H: 1.63",,
SDS04418,"AU Sapphire Parti Teal Oval 1.69ct 8.00x6.00mmx4.20mm",SDS04418,1.69,,1,,560.00,1450.00,,,SDS04418,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04418",,"PARTI TEAL",,8.00x6.00mmx4.20mm,"W/H: 1.69",,
SDS04419,"AU Sapphire Parti Green Oval 1.61ct 8.00x6.00mmx4.10mm",SDS04419,1.61,,1,,560.00,1450.00,,,SDS04419,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04419",,"PARTI GREEN",,8.00x6.00mmx4.10mm,"W/H: 1.61",,
SDS04420,"AU Sapphire Parti Oval 1.64ct 8.00x6.00mmx4.15mm",SDS04420,1.64,,1,,600.00,1550.00,,,SDS04420,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04420",,PARTI,,8.00x6.00mmx4.15mm,"W/H: 1.64",,
SDS04421,"AU Sapphire Teal Oval 1.56ct 8.00x6.00mmx3.95mm",SDS04421,1.56,,1,,560.00,1450.00,,,SDS04421,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04421",,TEAL,,8.00x6.00mmx3.95mm,"W/H: 1.56",,
SDS04422,"AU Sapphire Parti Oval 1.55ct 8.00x6.00mmx4.05mm",SDS04422,1.55,,1,,520.00,1350.00,,,SDS04422,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04422",,PARTI,,8.00x6.00mmx4.05mm,"W/H: 1.55",,
SDS04423,"AU Sapphire Parti Teal Oval 1.47ct 8.00x6.00mmx3.95mm",SDS04423,1.47,,1,,560.00,1450.00,,,SDS04423,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04423",,"PARTI TEAL",,8.00x6.00mmx3.95mm,"W/H: 1.47",,
SDS04424,"AU Sapphire Parti Oval 1.53ct 8.00x6.00mmx3.85mm",SDS04424,1.53,,1,,600.00,1550.00,,,SDS04424,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04424",,PARTI,,8.00x6.00mmx3.85mm,"W/H: 1.53",,
SDS04425,"AU Sapphire Parti Oval 1.66ct 8.00x6.00mmx4.20mm",SDS04425,1.66,,1,,560.00,1450.00,,,SDS04425,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04425",,PARTI,,8.00x6.00mmx4.20mm,"W/H: 1.66",,
SDS04426,"AU Sapphire Parti Oval 1.64ct 8.00x6.00mmx4.10mm",SDS04426,1.64,,1,,600.00,1550.00,,,SDS04426,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04426",,PARTI,,8.00x6.00mmx4.10mm,"W/H: 1.64",,
SDS04427,"AU Sapphire Parti Oval 1.59ct 8.00x6.00mmx4.00mm",SDS04427,1.59,,1,,600.00,1550.00,,,SDS04427,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04427",,PARTI,,8.00x6.00mmx4.00mm,"W/H: 1.59",,
SDS04428,"AU Sapphire Parti Oval 1.68ct 8.00x6.00mmx4.15mm",SDS04428,1.68,,1,,560.00,1450.00,,,SDS04428,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04428",,PARTI,,8.00x6.00mmx4.15mm,"W/H: 1.68",,
SDS04429,"AU Sapphire Parti Yellow Oval 1.42ct 8.00x6.00mmx3.60mm",SDS04429,1.42,,1,,600.00,1550.00,,,SDS04429,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04429",,"PARTI YELLOW",,8.00x6.00mmx3.60mm,"W/H: 1.42",,
SDS04430,"AU Sapphire Parti Marquise 1.55ct 10.65x5.55mmx3.50mm",SDS04430,1.55,,1,,600.00,1550.00,,,SDS04430,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04430",,PARTI,,10.65x5.55mmx3.50mm,"W/H: 1.55",,
SDS04431,"AU Sapphire Green Marquise 1.87ct 11.20x5.90mmx3.70mm",SDS04431,1.87,,1,,560.00,1450.00,,,SDS04431,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04431",,GREEN,,11.20x5.90mmx3.70mm,"W/H: 1.87",,
SDS04432,"AU Sapphire Teal Marquise 1.64ct 10.45x5.40mmx3.75mm",SDS04432,1.64,,1,,560.00,1450.00,,,SDS04432,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04432",,TEAL,,10.45x5.40mmx3.75mm,"W/H: 1.64",,
SDS04433,"AU Sapphire Parti Marquise 1.84ct 11.55x5.80mmx3.70mm",SDS04433,1.84,,1,,560.00,1450.00,,,SDS04433,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04433",,PARTI,,11.55x5.80mmx3.70mm,"W/H: 1.84",,
SDS04434,"AU Sapphire Parti Marquise 1.71ct 11.70x5.30mmx3.65mm",SDS04434,1.71,,1,,560.00,1450.00,,,SDS04434,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04434",,PARTI,,11.70x5.30mmx3.65mm,"W/H: 1.71",,
SDS04435,"AU Sapphire Green Marquise 1.85ct 11.30x5.85mmx3.65mm",SDS04435,1.85,,1,,520.00,1350.00,,,SDS04435,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04435",,GREEN,,11.30x5.85mmx3.65mm,"W/H: 1.85",,
SDS04437,"AU Sapphire Parti Teal Marquise 1.40ct 10.50x5.40mmx3.30mm",SDS04437,1.40,,1,,480.00,1250.00,,,SDS04437,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04437",,"PARTI TEAL",,10.50x5.40mmx3.30mm,"W/H: 1.40",,
SDS04438,"AU Sapphire Teal Marquise 1.91ct 11.10x5.80mmx3.85mm",SDS04438,1.91,,1,,480.00,1250.00,,,SDS04438,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04438",,TEAL,,11.10x5.80mmx3.85mm,"W/H: 1.91",,
SDS04439,"AU Sapphire Parti Marquise 1.23ct 10.00x5.00mmx3.20mm",SDS04439,1.23,,1,,480.00,1250.00,,,SDS04439,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04439",,PARTI,,10.00x5.00mmx3.20mm,"W/H: 1.23",,
SDS04440,"AU Sapphire Parti Marquise 1.21ct 10.00x5.00mmx3.05mm",SDS04440,1.21,,1,,480.00,1250.00,,,SDS04440,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04440",,PARTI,,10.00x5.00mmx3.05mm,"W/H: 1.21",,
SDS04441,"AU Sapphire Teal Marquise 1.33ct 10.00x5.00mmx3.50mm",SDS04441,1.33,,1,,400.00,1050.00,,,SDS04441,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04441",,TEAL,,10.00x5.00mmx3.50mm,"W/H: 1.33",,
SDS04442,"AU Sapphire Yellow Marquise 1.34ct 10.00x5.00mmx3.40mm",SDS04442,1.34,,1,,560.00,1450.00,,,SDS04442,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04442",,YELLOW,,10.00x5.00mmx3.40mm,"W/H: 1.34",,
SDS04443,"AU Sapphire Parti Square Emerald 1.70ct 6.50mmx4.15mm",SDS04443,1.70,,1,,428.00,1095.00,,,SDS04443,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04443",,PARTI,,6.50mmx4.15mm,"W/H: 1.70",,
SDS04444,"AU Sapphire Parti Square Emerald 1.63ct 6.50mmx3.95mm",SDS04444,1.63,,1,,428.00,1095.00,,,SDS04444,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04444",,PARTI,,6.50mmx3.95mm,"W/H: 1.63",,
SDS04445,"AU Sapphire Parti Square Emerald 1.54ct 6.50mmx3.90mm",SDS04445,1.54,,1,,480.00,1250.00,,,SDS04445,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04445",,PARTI,,6.50mmx3.90mm,"W/H: 1.54",,
SDS04446,"AU Sapphire Parti Square Emerald 1.70ct 6.50mmx4.30mm",SDS04446,1.70,,1,,428.00,1095.00,,,SDS04446,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04446",,PARTI,,6.50mmx4.30mm,"W/H: 1.70",,
SDS04447,"AU Sapphire Parti Square Emerald 1.66ct 6.50mmx4.05mm",SDS04447,1.66,,1,,480.00,1250.00,,,SDS04447,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04447",,PARTI,,6.50mmx4.05mm,"W/H: 1.66",,
SDS04448,"AU Sapphire Teal Square Emerald 1.61ct 6.20mmx4.30mm",SDS04448,1.61,,1,,440.00,1150.00,,,SDS04448,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04448",,TEAL,,6.20mmx4.30mm,"W/H: 1.61",,
SDS04449,"AU Sapphire Parti Square Emerald 1.43ct 6.20mmx3.80mm",SDS04449,1.43,,1,,440.00,1150.00,,,SDS04449,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04449",,PARTI,,6.20mmx3.80mm,"W/H: 1.43",,
SDS04450,"AU Sapphire Yellow Parti Square Emerald 1.41ct 6.20mmx3.95mm",SDS04450,1.41,,1,,428.00,1095.00,,,SDS04450,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04450",,"YELLOW PARTI",,6.20mmx3.95mm,"W/H: 1.41",,
SDS04451,"AU Sapphire Parti Square Emerald 1.66ct 6.20mmx4.35mm",SDS04451,1.66,,1,,440.00,1150.00,,,SDS04451,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04451",,PARTI,,6.20mmx4.35mm,"W/H: 1.66",,
SDS04453,"AU Sapphire Parti Square Emerald 1.53ct 6.20mmx3.95mm",SDS04453,1.53,,1,,440.00,1150.00,,,SDS04453,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04453",,PARTI,,6.20mmx3.95mm,"W/H: 1.53",,
SDS04454,"AU Sapphire Parti Teal Square Emerald 1.46ct 6.00mmx4.20mm",SDS04454,1.46,,1,,400.00,1050.00,,,SDS04454,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04454",,"PARTI TEAL",,6.00mmx4.20mm,"W/H: 1.46",,
SDS04455,"AU Sapphire Teal Cushion 2.14ct 8.80x6.35mmx3.95mm",SDS04455,2.14,,1,,720.00,1850.00,,,SDS04455,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04455",,TEAL,,8.80x6.35mmx3.95mm,"W/H: 2.14",,
SDS04456,"AU Sapphire Parti Green Cushion 2.20ct 8.50x6.50mmx4.10mm",SDS04456,2.20,,1,,720.00,1850.00,,,SDS04456,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04456",,"PARTI GREEN",,8.50x6.50mmx4.10mm,"W/H: 2.20",,
SDS04457,"AU Sapphire Parti Cushion 1.79ct 8.00x6.00mmx3.80mm",SDS04457,1.79,,1,,560.00,1450.00,,,SDS04457,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04457",,PARTI,,8.00x6.00mmx3.80mm,"W/H: 1.79",,
SDS04458,"AU Sapphire Parti Cushion 1.71ct 8.00x6.00mmx3.65mm",SDS04458,1.71,,1,,560.00,1450.00,,,SDS04458,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04458",,PARTI,,8.00x6.00mmx3.65mm,"W/H: 1.71",,
SDS04459,"AU Sapphire Parti Cushion 1.87ct 8.00x6.00mmx3.95mm",SDS04459,1.87,,1,,560.00,1450.00,,,SDS04459,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04459",,PARTI,,8.00x6.00mmx3.95mm,"W/H: 1.87",,
SDS04460,"AU Sapphire Parti Teal Pear 2.36ct 10.00x7.00mmx4.45mm",SDS04460,2.36,,1,,720.00,1850.00,,,SDS04460,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04460",,"PARTI TEAL",,10.00x7.00mmx4.45mm,"W/H: 2.36",,
SDS04461,"AU Sapphire Parti Pear 1.77ct 9.50x6.50mmx3.85mm",SDS04461,1.77,,1,,720.00,1850.00,,,SDS04461,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04461",,PARTI,,9.50x6.50mmx3.85mm,"W/H: 1.77",,
SDS04462,"AU Sapphire Yellow Pear 1.98ct 9.50x6.50mmx4.25mm",SDS04462,1.98,,1,,720.00,1850.00,,,SDS04462,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04462",,YELLOW,,9.50x6.50mmx4.25mm,"W/H: 1.98",,
SDS04463,"AU Sapphire Teal Pear 1.94ct 9.50x6.50mmx4.20mm",SDS04463,1.94,,1,,720.00,1850.00,,,SDS04463,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04463",,TEAL,,9.50x6.50mmx4.20mm,"W/H: 1.94",,
SDS04464,"AU Sapphire Parti Blue Pear 1.89ct 9.50x6.50mmx4.15mm",SDS04464,1.89,,1,,720.00,1850.00,,,SDS04464,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04464",,"PARTI BLUE",,9.50x6.50mmx4.15mm,"W/H: 1.89",,
SDS04465,"AU Sapphire Parti Teal Pear 2.06ct 9.50x6.50mmx4.45mm",SDS04465,2.06,,1,,720.00,1850.00,,,SDS04465,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04465",,"PARTI TEAL",,9.50x6.50mmx4.45mm,"W/H: 2.06",,
SDS04466,"AU Sapphire Parti Pear 2.02ct 9.50x6.50mmx4.35mm",SDS04466,2.02,,1,,720.00,1850.00,,,SDS04466,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04466",,PARTI,,9.50x6.50mmx4.35mm,"W/H: 2.02",,
SDS04467,"AU Sapphire Parti Pear 1.70ct 9.50x6.50mmx3.65mm",SDS04467,1.70,,1,,720.00,1850.00,,,SDS04467,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04467",,PARTI,,9.50x6.50mmx3.65mm,"W/H: 1.70",,
SDS04468,"AU Sapphire Parti Yellow Pear 1.85ct 9.50x6.50mmx4.05mm",SDS04468,1.85,,1,,720.00,1850.00,,,SDS04468,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04468",,"PARTI YELLOW",,9.50x6.50mmx4.05mm,"W/H: 1.85",,
SDS04469,"AU Sapphire Parti Pear 2.05ct 9.00x7.00mmx4.45mm",SDS04469,2.05,,1,,640.00,1650.00,,,SDS04469,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04469",,PARTI,,9.00x7.00mmx4.45mm,"W/H: 2.05",,
SDS04470,"AU Sapphire Parti Pear 2.02ct 9.00x7.00mmx4.25mm",SDS04470,2.02,,1,,680.00,1750.00,,,SDS04470,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04470",,PARTI,,9.00x7.00mmx4.25mm,"W/H: 2.02",,
