SKU,Brand,Measurement,Stone_Intensity,Product_Type,Stone_Specifications,Stone_Shape,Collections,Carat_Weight,Stone_Colour,Treatment,Description,Centre_Stone_SKU
SDS03692,"Sapphire Dreams",11.20x9.25mm,6.00,"Loose sapphires","ID No.: 03692<br>Colour: GREEN TEAL<br>Shape: CUSHION<br>Weight: 6.00ct<br>Size: 11.20x9.25mm<br>Origin: AUSTRALIA",Cushion,SDS,6.00,"Green Teal",,"An Australian Cushion cut Green Teal sapphire weighing 6.00ct and measures 11.20x9.25mm.",
SDS03693,"Sapphire Dreams",10.40mm,6.36,"Loose sapphires","ID No.: 03693<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 6.36ct<br>Size: 10.40mm<br>Origin: AUSTRALIA",Cushion,SDS,6.36,Teal,,"An Australian Cushion cut Teal sapphire weighing 6.36ct and measures 10.40mm.",
SDS03694,"Sapphire Dreams",9.40x8.00mm,3.65,"Loose sapphires","ID No.: 03694<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 3.65ct<br>Size: 9.40x8.00mm<br>Origin: AUSTRALIA",Cushion,SDS,3.65,Teal,,"An Australian Cushion cut Teal sapphire weighing 3.65ct and measures 9.40x8.00mm.",
SDS03695,"Sapphire Dreams",11.15x8.40mm,4.80,"Loose sapphires","ID No.: 03695<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 4.80ct<br>Size: 11.15x8.40mm<br>Origin: AUSTRALIA",Cushion,SDS,4.80,Teal,,"An Australian Cushion cut Teal sapphire weighing 4.80ct and measures 11.15x8.40mm.",
SDS03696,"Sapphire Dreams",9.70mm,5.17,"Loose sapphires","ID No.: 03696<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 5.17ct<br>Size: 9.70mm<br>Origin: AUSTRALIA",Cushion,SDS,5.17,Teal,,"An Australian Cushion cut Teal sapphire weighing 5.17ct and measures 9.70mm.",
SDS03697,"Sapphire Dreams",10.10x7.60mm,3.38,"Loose sapphires","ID No.: 03697<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 3.38ct<br>Size: 10.10x7.60mm<br>Origin: AUSTRALIA",Cushion,SDS,3.38,Teal,,"An Australian Cushion cut Teal sapphire weighing 3.38ct and measures 10.10x7.60mm.",
SDS03698,"Sapphire Dreams",8.00mm,2.88,"Loose sapphires","ID No.: 03698<br>Colour: PARTI<br>Shape: CUSHION<br>Weight: 2.88ct<br>Size: 8.00mm<br>Origin: AUSTRALIA",Cushion,SDS,2.88,Parti,,"An Australian Cushion cut Parti sapphire weighing 2.88ct and measures 8.00mm.",
SDS03699,"Sapphire Dreams",9.00x7.50mm,3.35,"Loose sapphires","ID No.: 03699<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 3.35ct<br>Size: 9.00x7.50mm<br>Origin: AUSTRALIA",Emerald,SDS,3.35,Parti,,"An Australian Emerald cut Parti sapphire weighing 3.35ct and measures 9.00x7.50mm.",
SDS03700,"Sapphire Dreams",11.00x7.55mm,4.24,"Loose sapphires","ID No.: 03700<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 4.24ct<br>Size: 11.00x7.55mm<br>Origin: AUSTRALIA",Emerald,SDS,4.24,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 4.24ct and measures 11.00x7.55mm.",
SDS03701,"Sapphire Dreams",9.60x6.50mm,2.74,"Loose sapphires","ID No.: 03701<br>Colour: BLUE PARTI<br>Shape: EMERALD<br>Weight: 2.74ct<br>Size: 9.60x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,2.74,"Blue Parti",,"An Australian Emerald cut Blue Parti sapphire weighing 2.74ct and measures 9.60x6.50mm.",
SDS03702,"Sapphire Dreams",8.80x6.65mm,2.65,"Loose sapphires","ID No.: 03702<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.65ct<br>Size: 8.80x6.65mm<br>Origin: AUSTRALIA",Emerald,SDS,2.65,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.65ct and measures 8.80x6.65mm.",
SDS03703,"Sapphire Dreams",9.10x6.60mm,2.81,"Loose sapphires","ID No.: 03703<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.81ct<br>Size: 9.10x6.60mm<br>Origin: AUSTRALIA",Emerald,SDS,2.81,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.81ct and measures 9.10x6.60mm.",
SDS03704,"Sapphire Dreams",8.00x6.60mm,2.17,"Loose sapphires","ID No.: 03704<br>Colour: GREEN TEAL<br>Shape: EMERALD<br>Weight: 2.17ct<br>Size: 8.00x6.60mm<br>Origin: AUSTRALIA",Emerald,SDS,2.17,"Green Teal",,"An Australian Emerald cut Green Teal sapphire weighing 2.17ct and measures 8.00x6.60mm.",
SDS03705,"Sapphire Dreams",9.00x7.00mm,2.91,"Loose sapphires","ID No.: 03705<br>Colour: BLUE PARTI<br>Shape: EMERALD<br>Weight: 2.91ct<br>Size: 9.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.91,"Blue Parti",,"An Australian Emerald cut Blue Parti sapphire weighing 2.91ct and measures 9.00x7.00mm.",
SDS03706,"Sapphire Dreams",8.00mm,3.18,"Loose sapphires","ID No.: 03706<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 3.18ct<br>Size: 8.00mm<br>Origin: AUSTRALIA",Emerald,SDS,3.18,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 3.18ct and measures 8.00mm.",
SDS03707,"Sapphire Dreams",8.55x6.15mm,2.40,"Loose sapphires","ID No.: 03707<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.40ct<br>Size: 8.55x6.15mm<br>Origin: AUSTRALIA",Emerald,SDS,2.40,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.40ct and measures 8.55x6.15mm.",
SDS03708,"Sapphire Dreams",8.50x6.10mm,2.15,"Loose sapphires","ID No.: 03708<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.15ct<br>Size: 8.50x6.10mm<br>Origin: AUSTRALIA",Emerald,SDS,2.15,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.15ct and measures 8.50x6.10mm.",
SDS03709,"Sapphire Dreams",8.50x6.10mm,2.34,"Loose sapphires","ID No.: 03709<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.34ct<br>Size: 8.50x6.10mm<br>Origin: AUSTRALIA",Emerald,SDS,2.34,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.34ct and measures 8.50x6.10mm.",
SDS03710,"Sapphire Dreams",8.45x6.45mm,2.31,"Loose sapphires","ID No.: 03710<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.31ct<br>Size: 8.45x6.45mm<br>Origin: AUSTRALIA",Emerald,SDS,2.31,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.31ct and measures 8.45x6.45mm.",
SDS03711,"Sapphire Dreams",8.50x6.50mm,2.20,"Loose sapphires","ID No.: 03711<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 2.20ct<br>Size: 8.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,2.20,Teal,,"An Australian Emerald cut Teal sapphire weighing 2.20ct and measures 8.50x6.50mm.",
SDS03712,"Sapphire Dreams",8.10x7.00mm,2.45,"Loose sapphires","ID No.: 03712<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 2.45ct<br>Size: 8.10x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.45,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 2.45ct and measures 8.10x7.00mm.",
SDS03713,"Sapphire Dreams",8.10x7.10mm,2.67,"Loose sapphires","ID No.: 03713<br>Colour: BLUE PARTI<br>Shape: EMERALD<br>Weight: 2.67ct<br>Size: 8.10x7.10mm<br>Origin: AUSTRALIA",Emerald,SDS,2.67,"Blue Parti",,"An Australian Emerald cut Blue Parti sapphire weighing 2.67ct and measures 8.10x7.10mm.",
SDS03714,"Sapphire Dreams",8.00x6.00mm,2.07,"Loose sapphires","ID No.: 03714<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 2.07ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.07,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 2.07ct and measures 8.00x6.00mm.",
SDS03715,"Sapphire Dreams",8.00x6.00mm,1.92,"Loose sapphires","ID No.: 03715<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 1.92ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.92,Blue,,"An Australian Emerald cut Blue sapphire weighing 1.92ct and measures 8.00x6.00mm.",
SDS03716,"Sapphire Dreams",8.00x6.00mm,1.99,"Loose sapphires","ID No.: 03716<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.99ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.99,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.99ct and measures 8.00x6.00mm.",
SDS03717,"Sapphire Dreams",8.00x6.00mm,2.00,"Loose sapphires","ID No.: 03717<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 2.00ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.00,Teal,,"An Australian Emerald cut Teal sapphire weighing 2.00ct and measures 8.00x6.00mm.",
SDS03718,"Sapphire Dreams",8.00x6.00mm,2.05,"Loose sapphires","ID No.: 03718<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.05ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.05,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.05ct and measures 8.00x6.00mm.",
SDS03719,"Sapphire Dreams",8.00x6.00mm,2.06,"Loose sapphires","ID No.: 03719<br>Colour: TEAL PARTI<br>Shape: EMERALD<br>Weight: 2.06ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.06,"Teal Parti",,"An Australian Emerald cut Teal Parti sapphire weighing 2.06ct and measures 8.00x6.00mm.",
SDS03720,"Sapphire Dreams",8.00x6.00mm,1.96,"Loose sapphires","ID No.: 03720<br>Colour: TEAL PARTI<br>Shape: EMERALD<br>Weight: 1.96ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.96,"Teal Parti",,"An Australian Emerald cut Teal Parti sapphire weighing 1.96ct and measures 8.00x6.00mm.",
SDS03721,"Sapphire Dreams",8.00x6.00mm,1.91,"Loose sapphires","ID No.: 03721<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.91ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.91,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.91ct and measures 8.00x6.00mm.",
SDS03722,"Sapphire Dreams",8.00x6.00mm,1.99,"Loose sapphires","ID No.: 03722<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 1.99ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.99,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 1.99ct and measures 8.00x6.00mm.",
SDS03723,"Sapphire Dreams",8.00x6.00mm,1.91,"Loose sapphires","ID No.: 03723<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.91ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.91,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.91ct and measures 8.00x6.00mm.",
SDS03724,"Sapphire Dreams",8.00x6.00mm,1.92,"Loose sapphires","ID No.: 03724<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.92ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.92,Green,,"An Australian Emerald cut Green sapphire weighing 1.92ct and measures 8.00x6.00mm.",
SDS03725,"Sapphire Dreams",8.00x6.00mm,2.05,"Loose sapphires","ID No.: 03725<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 2.05ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.05,Green,,"An Australian Emerald cut Green sapphire weighing 2.05ct and measures 8.00x6.00mm.",
SDS03726,"Sapphire Dreams",8.00x6.00mm,2.05,"Loose sapphires","ID No.: 03726<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.05ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.05,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.05ct and measures 8.00x6.00mm.",
SDS03727,"Sapphire Dreams",8.00x6.00mm,1.89,"Loose sapphires","ID No.: 03727<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.89ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.89,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.89ct and measures 8.00x6.00mm.",
SDS03728,"Sapphire Dreams",7.50x5.50mm,1.63,"Loose sapphires","ID No.: 03728<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.63ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.63,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.63ct and measures 7.50x5.50mm.",
SDS03729,"Sapphire Dreams",7.50x5.50mm,1.56,"Loose sapphires","ID No.: 03729<br>Colour: GREEN TEAL<br>Shape: EMERALD<br>Weight: 1.56ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.56,"Green Teal",,"An Australian Emerald cut Green Teal sapphire weighing 1.56ct and measures 7.50x5.50mm.",
SDS03730,"Sapphire Dreams",7.50x5.50mm,1.61,"Loose sapphires","ID No.: 03730<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.61ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.61,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.61ct and measures 7.50x5.50mm.",
SDS03731,"Sapphire Dreams",7.50x5.50mm,1.51,"Loose sapphires","ID No.: 03731<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.51ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.51,Green,,"An Australian Emerald cut Green sapphire weighing 1.51ct and measures 7.50x5.50mm.",
SDS03732,"Sapphire Dreams",7.50x5.50mm,1.50,"Loose sapphires","ID No.: 03732<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.50ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.50,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.50ct and measures 7.50x5.50mm.",
SDS03733,"Sapphire Dreams",7.50x5.50mm,1.48,"Loose sapphires","ID No.: 03733<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.48ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.48,Green,,"An Australian Emerald cut Green sapphire weighing 1.48ct and measures 7.50x5.50mm.",
SDS03734,"Sapphire Dreams",7.50x5.50mm,1.58,"Loose sapphires","ID No.: 03734<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 1.58ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.58,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 1.58ct and measures 7.50x5.50mm.",
SDS03735,"Sapphire Dreams",7.50x5.50mm,1.45,"Loose sapphires","ID No.: 03735<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.45ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.45,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.45ct and measures 7.50x5.50mm.",
SDS03736,"Sapphire Dreams",7.50x7.50mm,2.56,"Loose sapphires","ID No.: 03736<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 2.56ct<br>Size: 7.50x7.50mm<br>Origin: AUSTRALIA",Emerald,SDS,2.56,Teal,,"An Australian Emerald cut Teal sapphire weighing 2.56ct and measures 7.50x7.50mm.",
SDS03737,"Sapphire Dreams",7.50x7.50mm,2.49,"Loose sapphires","ID No.: 03737<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 2.49ct<br>Size: 7.50x7.50mm<br>Origin: AUSTRALIA",Emerald,SDS,2.49,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 2.49ct and measures 7.50x7.50mm.",
SDS03738,"Sapphire Dreams",7.50x7.50mm,2.49,"Loose sapphires","ID No.: 03738<br>Colour: PARTI TEAL<br>Shape: EMERALD<br>Weight: 2.49ct<br>Size: 7.50x7.50mm<br>Origin: AUSTRALIA",Emerald,SDS,2.49,"Parti Teal",,"An Australian Emerald cut Parti Teal sapphire weighing 2.49ct and measures 7.50x7.50mm.",
SDS03739,"Sapphire Dreams",7.00x7.00mm,2.23,"Loose sapphires","ID No.: 03739<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.23ct<br>Size: 7.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.23,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.23ct and measures 7.00x7.00mm.",
SDS03740,"Sapphire Dreams",7.00x7.00mm,2.10,"Loose sapphires","ID No.: 03740<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.10ct<br>Size: 7.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.10,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.10ct and measures 7.00x7.00mm.",
SDS03741,"Sapphire Dreams",7.00x7.00mm,2.12,"Loose sapphires","ID No.: 03741<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.12ct<br>Size: 7.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.12,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.12ct and measures 7.00x7.00mm.",
SDS03742,"Sapphire Dreams",7.00x7.00mm,2.16,"Loose sapphires","ID No.: 03742<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 2.16ct<br>Size: 7.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.16,Green,,"An Australian Emerald cut Green sapphire weighing 2.16ct and measures 7.00x7.00mm.",
SDS03743,"Sapphire Dreams",7.00x7.00mm,2.07,"Loose sapphires","ID No.: 03743<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 2.07ct<br>Size: 7.00x7.00mm<br>Origin: AUSTRALIA",Emerald,SDS,2.07,Parti,,"An Australian Emerald cut Parti sapphire weighing 2.07ct and measures 7.00x7.00mm.",
SDS03744,"Sapphire Dreams",6.50x6.50mm,1.78,"Loose sapphires","ID No.: 03744<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.78ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.78,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.78ct and measures 6.50x6.50mm.",
SDS03745,"Sapphire Dreams",6.50x6.50mm,1.73,"Loose sapphires","ID No.: 03745<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.73ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.73,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.73ct and measures 6.50x6.50mm.",
SDS03746,"Sapphire Dreams",6.50x6.50mm,1.75,"Loose sapphires","ID No.: 03746<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.75ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.75,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.75ct and measures 6.50x6.50mm.",
SDS03747,"Sapphire Dreams",6.50x6.50mm,1.61,"Loose sapphires","ID No.: 03747<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.61ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.61,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.61ct and measures 6.50x6.50mm.",
SDS03748,"Sapphire Dreams",6.50x6.50mm,1.70,"Loose sapphires","ID No.: 03748<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.70ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.70,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.70ct and measures 6.50x6.50mm.",
SDS03749,"Sapphire Dreams",6.50x6.50mm,1.86,"Loose sapphires","ID No.: 03749<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.86ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.86,Green,,"An Australian Emerald cut Green sapphire weighing 1.86ct and measures 6.50x6.50mm.",
SDS03750,"Sapphire Dreams",6.50x6.50mm,1.72,"Loose sapphires","ID No.: 03750<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.72ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.72,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.72ct and measures 6.50x6.50mm.",
SDS03751,"Sapphire Dreams",6.50x6.50mm,1.81,"Loose sapphires","ID No.: 03751<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 1.81ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.81,Parti,,"An Australian Emerald cut Parti sapphire weighing 1.81ct and measures 6.50x6.50mm.",
SDS03752,"Sapphire Dreams",7.10mm,1.48,"Loose sapphires","ID No.: 03752<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.48ct<br>Size: 7.10mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.48,Green,,"An Australian Trilliant cut Green sapphire weighing 1.48ct and measures 7.10mm.",
SDS03753,"Sapphire Dreams",7.00x5.00mm,1.26,"Loose sapphires","ID No.: 03753<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.26ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.26,Green,,"An Australian Emerald cut Green sapphire weighing 1.26ct and measures 7.00x5.00mm.",
SDS03754,"Sapphire Dreams",9.15x6.15mm,1.50,"Loose sapphires","ID No.: 03754<br>Colour: YELLOW GREEN<br>Shape: PEAR<br>Weight: 1.50ct<br>Size: 9.15x6.15mm<br>Origin: AUSTRALIA",Pear,SDS,1.50,"Yellow Green",,"An Australian Pear cut Yellow Green sapphire weighing 1.50ct and measures 9.15x6.15mm.",
SDS03755,"Sapphire Dreams",8.40x6.50mm,2.25,"Loose sapphires","ID No.: 03755<br>Colour: PARTI<br>Shape: CUSHION<br>Weight: 2.25ct<br>Size: 8.40x6.50mm<br>Origin: AUSTRALIA",Cushion,SDS,2.25,Parti,,"An Australian Cushion cut Parti sapphire weighing 2.25ct and measures 8.40x6.50mm.",
SDS03756,"Sapphire Dreams",7.30x6.60mm,2.04,"Loose sapphires","ID No.: 03756<br>Colour: GREEN<br>Shape: CUSHION<br>Weight: 2.04ct<br>Size: 7.30x6.60mm<br>Origin: AUSTRALIA",Cushion,SDS,2.04,Green,,"An Australian Cushion cut Green sapphire weighing 2.04ct and measures 7.30x6.60mm.",
SDS03757,"Sapphire Dreams",7.90X6.90mm,2.24,"Loose sapphires","ID No.: 03757<br>Colour: YELLOW<br>Shape: CUSHION<br>Weight: 2.24ct<br>Size: 7.90X6.90mm<br>Origin: AUSTRALIA",Cushion,SDS,2.24,Yellow,,"An Australian Cushion cut Yellow sapphire weighing 2.24ct and measures 7.90X6.90mm.",
SDS03758,"Sapphire Dreams",7.50x5.50mm,1.56,"Loose sapphires","ID No.: 03758<br>Colour: PARTI TEAL<br>Shape: EMERALD<br>Weight: 1.56ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.56,"Parti Teal",,"An Australian Emerald cut Parti Teal sapphire weighing 1.56ct and measures 7.50x5.50mm.",
SDS03759,"Sapphire Dreams",9.80x6.60mm,1.78,"Loose sapphires","ID No.: 03759<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 1.78ct<br>Size: 9.80x6.60mm<br>Origin: AUSTRALIA",Pear,SDS,1.78,Green,,"An Australian Pear cut Green sapphire weighing 1.78ct and measures 9.80x6.60mm.",
SDS03760,"Sapphire Dreams",8.80x6.30mm,1.41,"Loose sapphires","ID No.: 03760<br>Colour: PARTI TEAL<br>Shape: PEAR<br>Weight: 1.41ct<br>Size: 8.80x6.30mm<br>Origin: AUSTRALIA",Pear,SDS,1.41,"Parti Teal",,"An Australian Pear cut Parti Teal sapphire weighing 1.41ct and measures 8.80x6.30mm.",
SDS03761,"Sapphire Dreams",8.30x6.70mm,1.60,"Loose sapphires","ID No.: 03761<br>Colour: PARTI TEAL<br>Shape: PEAR<br>Weight: 1.60ct<br>Size: 8.30x6.70mm<br>Origin: AUSTRALIA",Pear,SDS,1.60,"Parti Teal",,"An Australian Pear cut Parti Teal sapphire weighing 1.60ct and measures 8.30x6.70mm.",
SDS03762,"Sapphire Dreams",7.30x5.40mm,1.31,"Loose sapphires","ID No.: 03762<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.31ct<br>Size: 7.30x5.40mm<br>Origin: AUSTRALIA",Cushion,SDS,1.31,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.31ct and measures 7.30x5.40mm.",
SDS03763,"Sapphire Dreams",6.35x5.15mm,1.03,"Loose sapphires","ID No.: 03763<br>Colour: PARTI TEAL<br>Shape: CUSHION<br>Weight: 1.03ct<br>Size: 6.35x5.15mm<br>Origin: AUSTRALIA",Cushion,SDS,1.03,"Parti Teal",,"An Australian Cushion cut Parti Teal sapphire weighing 1.03ct and measures 6.35x5.15mm.",
SDS03764,"Sapphire Dreams",6.10x5.25mm,1.01,"Loose sapphires","ID No.: 03764<br>Colour: BLUE<br>Shape: CUSHION<br>Weight: 1.01ct<br>Size: 6.10x5.25mm<br>Origin: AUSTRALIA",Cushion,SDS,1.01,Blue,,"An Australian Cushion cut Blue sapphire weighing 1.01ct and measures 6.10x5.25mm.",
SDS03765,"Sapphire Dreams",7.60x5.20mm,1.41,"Loose sapphires","ID No.: 03765<br>Colour: PARTI<br>Shape: CUSHION<br>Weight: 1.41ct<br>Size: 7.60x5.20mm<br>Origin: AUSTRALIA",Cushion,SDS,1.41,Parti,,"An Australian Cushion cut Parti sapphire weighing 1.41ct and measures 7.60x5.20mm.",
SDS03766,"Sapphire Dreams",6.50x6.20mm,1.44,"Loose sapphires","ID No.: 03766<br>Colour: GREEN PARTI<br>Shape: CUSHION<br>Weight: 1.44ct<br>Size: 6.50x6.20mm<br>Origin: AUSTRALIA",Cushion,SDS,1.44,"Green Parti",,"An Australian Cushion cut Green Parti sapphire weighing 1.44ct and measures 6.50x6.20mm.",
SDS03767,"Sapphire Dreams",6.00mm,1.18,"Loose sapphires","ID No.: 03767<br>Colour: TEAL PARTI<br>Shape: SQUARE CUSHION<br>Weight: 1.18ct<br>Size: 6.00mm<br>Origin: AUSTRALIA","Square Cushion",SDS,1.18,"Teal Parti",,"An Australian Square cushion cut Teal Parti sapphire weighing 1.18ct and measures 6.00mm.",
SDS03768,"Sapphire Dreams",6.30x5.50mm,1.24,"Loose sapphires","ID No.: 03768<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.24ct<br>Size: 6.30x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.24,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.24ct and measures 6.30x5.50mm.",
